IncidentDate,City,State,Shape,Duration,Summary,PostedDate
8/11/2016 21:30,Lawrenceville,GA,Light,2-5 minutes,Bright white light over Lawrenceville/North Georgia. ((anonymous report)),8/16/2016
8/11/2016 21:30,Lawrenceville,GA,Light,2-5 minutes,Bright white light over Lawrenceville/North Georgia,8/16/2016
8/11/2016 21:20,Brooklyn,NY,Triangle,6 minutes,"My boyfriend and I saw two V-shaped objects flying slowly with no sound in Brooklyn, NY. ((anonymous report))",8/16/2016
8/11/2016 21:16,Salt Lake City,UT,Disk,5 minutes,Dark UFO moving slowly northbound on I-15,8/16/2016
8/11/2016 20:50,Appleton,WI,Light,3 minutes,Bright object seen over the city of Appleton WI.,8/16/2016
8/11/2016 20:30,Kennewick,WA,Oval,43 minutes,Orange color oval with light on top and many lights on the bottom very distant through a telescope.,8/16/2016
8/11/2016 20:00,Sharon,VT,Circle,3 seconds,Flashing bright white and red ring seen in sky above Sharon from highway. ((anonymous report)),8/16/2016
8/11/2016 20:00,Kingston,NY,Light,30 minutes,"There were, in two separate locations in the sky bright flashes of light. Mostly range. There are a few oval shaped volts of rnong. Th",8/16/2016
8/11/2016 20:00,Chelan,WA,Circle,1 hour +,"Saw a doughnut-shaped object that looked like the first star just before sunset. It turned color with the sunset, and did not move.",8/16/2016
8/11/2016 19:30,Ashland,OH,Egg,5 minutes,Storm clouds. When I looked to the south behind the storm I could see a white egg-shaped craft; reflective.,8/16/2016
8/11/2016 19:10,Squamish (Canada),BC,Other,45 seconds,"Large Square flying object constantly rotating while flying or hovering, with lights, and no sounds from it.",8/16/2016
8/11/2016 18:00,Clinton,TN,Formation,150 seconds,"Bright lights over Clinton, TN.",8/16/2016
8/11/2016 14:30,Florence,MT,Other,10 minutes,"Silver lighted group of objects near top of Sweeney Ridge. Uncertain if they were joined, or separate. ((anonymous report))",8/16/2016
8/11/2016 9:10,Antioch,CA,Triangle,3-4 minutes,Me & fiance noticed a bright light sitting for a long period of time as if it was a star. ((anonymous report. Star??)),8/16/2016
8/11/2016 7:00,Palm Coast,FL,Unknown,3 hours,"It started when I woke up, as if I've never fallen asleep, to my dog and cat both growling with their hackles standing up.",8/16/2016
8/11/2016 1:20,Anchorage/Eagle River (between),AK,Triangle,2 minutes,Midnight adventure car ride to the top of a mountain greeted by something beyond this earth?,8/16/2016
8/11/2016 1:00,Morse Mill,MO,Triangle,2 hours,I seen a triangle light changing gree to blue to white. See it strait to the N toward st louis. Video.,8/16/2016
8/11/2016 0:30,Ypsilanti,MI,Unknown,,Large UFO mistaken for airplane bright lights shines down went one direction and instantly went opposite direction w/o turning around.,8/16/2016
8/10/2016 23:45,Oak Creek,WI,Circle,5 minutes,Round Red Orb formed into two orbs and hovered over me a minute I walked back in the house came out and they were gone but then they se,8/16/2016
8/10/2016 23:35,Gastonia,NC,Flash,3 minutes,"Two, separate bright red flashing simultaneously balls of light flying in formation very low in sky with no sound. Moving N-S, slowly.",8/25/2016
8/10/2016 23:20,Oak Lawn,IL,Light,1 second,Light in Sky Swirled (August 10th 2016). ((anonymous report)),8/16/2016
8/10/2016 23:00,Fort Lauderdale,FL,Circle,15 minutes,"Driving down the highway there was a big bright circular light, it would dim and get really bright again. Then it would break off into",8/16/2016
8/10/2016 23:00,Citrus Heights,CA,Light,7-10 minutes,A mixture of excitement and sheer curiosity is the intent i am coming from let me say that first. my stance or perspective about my exp,8/16/2016
8/10/2016 22:30,Sand Springs,OK,Light,Unknown,Colorful lights in the night sky.,8/16/2016
8/10/2016 22:00,Home,PA,Triangle,2 seconds,Layers of illuminating green light in the shape of a triangle moving very fast toward the ground. ((Meteor??)),8/16/2016
8/10/2016 21:34,Angier,NC,Circle,10 seconds,Circular Blue object appearing in the sky,8/16/2016
8/10/2016 21:30,Johnson City,TN,Triangle,,Flashing stationary triangles which are not stars,8/16/2016
8/10/2016 21:27,East Liverpool,OH,Other,39 seconds,"Very short siting of two bright lights, climbing straight up and disappearing.",8/16/2016
8/10/2016 21:00,Framingham,MA,Teardrop,1 minute,"Looking out my back porch window after letting my dog outside, I noticed 2 lights in the sky resembling a tear drop shape.",8/16/2016
8/10/2016 20:25,Murfreesboro,TN,Sphere,20 seconds,Dark Red Orb Slowly Moving Across Skyline.,8/16/2016
8/10/2016 18:30,District Heights,MD,Oval,2 minutes,"Very bright object shining like a star but in an oval shape, and moving extremely fast, without a smoke trail.",8/16/2016
8/10/2016 11:20,Lafayette,CO,Triangle,30-60 seconds,Noticed a triangle object flying from Broomfield area to Boulder. ((anonymous report)),8/16/2016
8/10/2016 5:00,Menifee,CA,Circle,45 minutes,Invisible looking with fading out lights around rims of circle.,8/16/2016
8/10/2016 3:30,Avon,MA,Fireball,4 seconds,I was getting of exit 19 off of 24 south heading into Avon when I saw a green fireball shooting down only a few hundred feet from the g,8/16/2016
8/10/2016 2:30,Colfax,WA,Circle,7 minutes,Bright flashing light too fast to be anything but a ufo following me in my truck.,8/16/2016
8/10/2016 1:30,Mankato,MN,Oval,20 seconds,Dim shape in night sky making incredible movements.,8/19/2016
8/10/2016 1:00,Citrus Heights,CA,Unknown,5-6 hours,I started investigating on my own starting the end of month July up to present day. Unless objects just disappeared for whatever reason,9/9/2016
8/10/2016 0:00,Durham,NC,Other,,"Saw what sounded like a helicopter, but looked so wrong once, and then two more times during a meteor shower.",8/16/2016
8/9/2016 23:50,Conway,SC,Triangle,Still out there,"((HOAX??)) Odd blinking lights, 3 in a shape of a triangle, and one dull but bright orange sphere shaped light.",8/16/2016
8/9/2016 23:00,Detroit,MI,Circle,5 minutes,Orange orb UFO's transform and possibly land on Detroit's westside,8/16/2016
8/9/2016 23:00,Portland,OR,Flash,15 seconds,"Orbiting object flares, separate flash appears, then object disappears.",8/16/2016
8/9/2016 22:37,Atlanta,GA,Triangle,20 minutes,Triangular shaped cluster resembling Stars,8/16/2016
8/9/2016 22:10,Bend,OR,Light,60 seconds,Bright white orb.,8/16/2016
8/9/2016 21:50,Pearl City,HI,Triangle,1 minute,Triangle aircraft with a bright red marker light blinking.,8/16/2016
8/9/2016 21:40,Bel Aire,KS,Disk,20 seconds,Looking into the southeastern sky a cylinder shaped object became extremely bright and then became dim. About 5 seconds later one light,8/16/2016
8/9/2016 12:30,Calpe (Spain),,Circle,20 seconds,Silver ball in the sky moving roughly the speed of a plane. ((NUFORC Note: International Space Station?? PD)) ((anonymous report)),8/16/2016
8/9/2016 4:00,Jackson,MS,,,"Lights in the sky east of Mississippi, can be seen from Jackson. A small light came down in the neighbors' front yard.",8/16/2016
8/9/2016 3:40,Castro Valley,CA,Light,3 seconds,"Driving to work on I-580, saw a glowing craft moving along the coast of California. It was a bright greenish color, moved extreamly fas",8/16/2016
8/9/2016 0:30,Pawleys Island,SC,Fireball,1 second,Red flare-like object appeared 15-30 degrees above horizon. The object proceeded towards the horizon line at an extremely high speed. A,8/16/2016
8/8/2016 23:45,Emerald Isle,NC,Fireball,5-8 seconds,"Yellow Orangish fireball observed over Emerald Isle, NC. ((anonymous report))",8/16/2016
8/8/2016 23:15,Big Stone Gap,VA,Light,10 minutes,Multi-colored light moving sporadically across the sky. ((NUFORC Note: ISS was in N sky at 22:55 hrs.. PD)),8/16/2016
8/8/2016 22:30,Starke,FL,Circle,Few seconds,((NUFORC Note: Witness does not provide any information about the sighting. PD)),8/16/2016
8/8/2016 22:15,Sheridan,WY,Fireball,54 seconds,"Glowing ball of light moved slowly across sky 8/9/16 in UFO in Sheridan, WY.",8/16/2016
8/8/2016 22:00,Washington,NJ,Triangle,1 hour,SAW A LARGE TRIANGULAR CRAFT AND OTHER SMALLER ROUND CRAFT IN THE SKY. LIKELY NOT OF THIS EARTH.,8/16/2016
8/8/2016 22:00,Washington,DC,Triangle,ongoing,There are 3 lights in the DC sky that are stationary and forming a triangle.,8/16/2016
8/8/2016 21:35,Wethersfield,CT,Unknown,15-20 seconds,Connecticut sighting - blunt triangle shaped craft cruises over dense suburban neighborhood at night.,8/16/2016
8/8/2016 21:00,Bradley Beach,NJ,Light,on going,They just fly over head and disappear to the north parallel to the ocean. They look to be very high up. ((NUFORC Note: Aircraft. PD)),8/16/2016
8/8/2016 20:12,Sandy (suburb of SLC),UT,Cigar,~5-6 minutes,"Cigar-shaped object hovering over mountains East of Sandy, UT",8/16/2016
8/8/2016 19:00,Galion,OH,Circle,1 hour,"When looked at with the naked eye it looked like a circle, but very far away. Almost like a star during the day lit sky. Then when we u",8/16/2016
8/8/2016 18:15,Boise,ID,Changing,40 minutes,"Odd ship that changed shapes, then back to original round shape, possible lights on it.",8/16/2016
8/8/2016 17:30,Nampa,ID,Circle,>1 hour,Rotating circular object with antennae.,8/16/2016
8/8/2016 14:30,Anderson,CA,Other,10 minutes,Bright floating tinfoil looking object.,8/16/2016
8/8/2016 11:16,Jacksonville,FL,Light,Still happening,At least 20 different colored shining objects in the sky that are moving.,8/16/2016
8/8/2016 10:30,Las Cruces,NM,Disk,30 minutes,Bright white disk shaped object travelled along side of our vehicle for about 30 minutes.,8/16/2016
8/8/2016 8:00,Las Vegas,NV,Triangle,<10 seconds,Object observed from flight from Las Vegas to Vancouver. ((NUFORC Note: Nice photo of approaching B2 bomber. PD)),8/16/2016
8/8/2016 6:20,Ocean City,MD,Circle,~2 minutes,"UFO during sunrise. ((NUFORC Note: Lens flares, caused by pointing a camera toward the Sun. PD))",8/16/2016
8/8/2016 1:30,Longview,WA,Disk,1 minute,"White saucer shaped craft, with black tinted windows, and with no noise.",8/16/2016
8/8/2016 0:00,Wilmington,NC,Light,10 seconds,Bright green neon laser light.,8/16/2016
8/7/2016 23:55,Elliottsburg,PA,Unknown,4 minutes,Craft with orange lights moved north of me.,8/16/2016
8/7/2016 23:24,Cement City,MI,Fireball,1 minute,"A ball of light, followed by fire, went through the sky and stopped to blend in as a star.",8/16/2016
8/7/2016 22:30,Lady Lake,FL,Cross,,((NUFORC Note: Witness provides no information. PD)) ((anonymous report)),8/16/2016
8/7/2016 21:35,Indianapolis,IN,Circle,15 seconds,Watched an orange circular globe travel from east to west. It disappeared after it enters a high cloud.,8/16/2016
8/7/2016 21:30,Edgerton,WI,Sphere,30 minutes,Flying bright orbs that flew around in a tight area like firefilies,8/16/2016
8/7/2016 21:30,Hastings/Revanna Townships,MN,Light,8-10 minutes,"Looking North East. We see what we first thought was a plane. But it looked out of place. Only bright forward light. No blinking, red,",8/16/2016
8/7/2016 21:20,Antioch,CA,Light,5 minutes,2 orange lights ascended into the sky until no longer visible. ((anonymous report)),8/16/2016
8/7/2016 19:45,Hatton City (Sri Lanka),,Flash,5 seconds,"((HOAX??)) Green-colored flash, which was moving through sky w/o any noise. I'm sure it wasn't crackers. ((anonymous report))",8/16/2016
8/7/2016 19:44,Yonkers,NY,Circle,1 minute,Bright orange circle broad daylight. ((anonymous report)),8/16/2016
8/7/2016 4:09,College Park,MD,Triangle,20 minutes,"Two triangle UFOs were spotted, one followed a commercial plane for a few seconds.",8/16/2016
8/7/2016 2:30,Monte Crist,UT,,1 he,"My girlfriend and I went up to the mountains to lay under the stars and look for stars, satellites, and meteors. We saw plenty of them.",8/16/2016
8/7/2016 1:12,Los Banos,CA,Triangle,2-5 minutes,"Triangle shape, with 3 lights.",8/19/2016
8/7/2016 0:30,Seattle,WA,Cigar,30 seconds,Straight Line of White Circular Lights Traveling W to E,8/16/2016
8/6/2016 23:30,Roanoke,VA,Oval,5 minutes,Craft over the city with two bright lights on the middle. It just sat there with out moving. It was as big as a blimp.,8/16/2016
8/6/2016 23:27,Bridgeport,CT,Sphere,5 minutes,"Orange orb flys over Bridgeport, CT.",8/16/2016
8/6/2016 23:00,Saugerties,NY,Circle,2 minutes,"Appeared from nowhere in the east sky moving slowly south, then just disappeared.",8/16/2016
8/6/2016 23:00,Dresden (near),OH,Triangle,45-60 minutes,((HOAX??)) Boy scout road UFO sighting.,8/29/2016
8/6/2016 22:45,Layton,UT,Light,20 minutes,They looked like a hundreds of satellites drifting through the sky. Glittery blinking lights heading Northwest. Very strange. I can't s,8/16/2016
8/6/2016 22:30,Stanton,KY,Light,1 hour +,3 red lights moving in the sky over the trees,8/16/2016
8/6/2016 22:00,Bemidji,MN,Light,3 minutes,"Fast, bright moving object in Northern Minnesota",8/16/2016
8/6/2016 21:30,Windham (Catskills),NY,,15 minutes,"Orange balls or boat shapes, silent slow, over 15.",8/16/2016
8/6/2016 21:30,Mt. Lookout,WV,Unknown,,"Very Bright Lights over Mt. Lookout, WV.",8/16/2016
8/6/2016 21:30,Grand Blanc,MI,Light,2 minutes,Looked like stars at first. Then stars where moving slow and low in the sky. There was no sound. We saw two lights joined. It was nothi,8/16/2016
8/6/2016 21:30,Boise,ID,Circle,~15-20 minutes,Right in the middle Vega and Arcturus was a bright circular light that looked like a planet but disappeared after only 20 minutes.,8/16/2016
8/6/2016 20:50,New Lenox,IL,Fireball,3 minutes,About a dozen fireballs passing overhead in single file but irregularly spaced. ((anonymous report)),8/16/2016
8/6/2016 20:45,Nampa,ID,Circle,1 hour,Shiny daytime ufo over nampa idaho 08/06/2016,8/16/2016
8/6/2016 20:17,Meridian,ID,Oval,56 minutes,"Bright orb viewed in twilight and night sky over Meridian/Nampa, Idaho. ((anonymous report))((NUFORC Note: Pilot report. PD))",8/16/2016
8/6/2016 20:10,Elyria,OH,Cylinder,5 minutes,White cylinder.,8/16/2016
8/6/2016 19:45,Boise,ID,Changing,>11 minutes,White stationary object remaining for >20 min and counting very very high in atmosphere. Changing shape from oval to angular.,8/16/2016
8/6/2016 12:15,Overland Park,KS,Circle,2 minutes,White roundish object moving in sky.,8/16/2016
8/6/2016 11:30,Glendale,CA,Triangle,60 seconds,"Huge black triangular UFO seen over Los Angeles, CA, at 11:30 AM, August 06, 2016.",8/16/2016
8/6/2016 9:43,St. Paul,MN,Formation,currently still in the sk,"Three bright lights in a perfect triangle position. Above Dayton Bluff area & east side of the St paul,MN",8/16/2016
8/5/2016 23:45,Coweta,OK,Fireball,10 seconds,Basketball sized dull reddish orange Orb flew decidedly around tree tops and past my 3rd story apartment balcony.,8/29/2016
8/5/2016 22:40,Freedom,NH,Light,2 minutes,Single light with a slight halo moving across the sky like a satellite; continuously changed its speed. ((NUFORC Note: ISS. PD)),8/16/2016
8/5/2016 22:35,Kenmore,WA,Light,>15 seconds,Moving small white star (International space station?) ((anonymous report)) ((NUFORC Note: ISS @ 22:25 hrs.. PD)),8/16/2016
8/5/2016 21:46,Mason,WV,Fireball,2 minutes,Bright red object seen in sky. ((anonymous report)),8/16/2016
8/5/2016 21:00,New Britain,CT,Changing,15 minutes,"Green light pulsating vertically for about 15 minutes behind clouds, when clouds passed green light went into a ball and craft flew of",8/16/2016
8/5/2016 21:00,New Hope,PA,Triangle,Several minutes,Three triangular shaped crafts with bright orange lights,8/16/2016
8/5/2016 3:00,Clinton,MI,Light,3 hours,"3 crafts spotted hovering for hours over Lenawee County. Red & white flashing lights approached quickly, then slowly rise into sky.",8/16/2016
8/5/2016 2:39,Oak Hill,KS,Unknown,21 minutes,"When going through the pictures I had taken, I noticed a few pictures with an object in them.",8/16/2016
8/5/2016 1:30,Lexington,SC,Unknown,5-10 seconds,2 lights combined to become one and dissapeared. ((anonymous report)),8/16/2016
8/5/2016 0:00,Apopka,FL,Oval,10 minutes,colored oval shaped light in the sky.,8/16/2016
8/4/2016 22:50,Del Valle,TX,Triangle,2 seconds,Triangular blue aircraft seen leaving/darting from commercial airplane at night.,8/16/2016
8/4/2016 22:00,Chincoteague,VA,Formation,2 minutes,Lights flashed for about 4 seconds then went away. About 2 minutes later it happened again but in a different pattern.,8/16/2016
8/4/2016 20:30,Barre,MA,Circle,10 seconds,Two orange orbs being chased by a military craft.,8/16/2016
8/4/2016 20:30,Upper St. Clair,PA,Egg,Unknown,"Bright white object seen before sundown, larger than a star or planet, but disappeared by nightfall.",8/16/2016
8/4/2016 20:20,Pittsburgh,PA,Light,30-45 minutes,"Very large, non-moving object northern sky at 340 deg.. It was like the largest non-twinkling star I've ever seen but it was too early.",8/16/2016
8/4/2016 20:00,Ludlow,MA,Light,4-5 seconds,"BRIGHT LIGHT, LUDLOW, MA, EAST STREET.",8/16/2016
8/4/2016 19:37,Kamloops (Canada),BC,Changing,3 minutes,Flying object outside of aircraft.,8/16/2016
8/4/2016 19:30,Murfreesboro,TN,Circle,2 minutes,Green ball bouncing around in front of storm.,8/16/2016
8/4/2016 2:00,Rosedale,MD,Flash,5 minutes,"((HOAX??)) In Rosedale MD.at 2:00 a.m looking up in the sky, I noticed a circle shaped object. ((anonymous report))",8/16/2016
8/3/2016 23:45,Toney,AL,Light,2:30,"3 people outside there home witnessed 2 different types of unknown number of objects over Toney, AL.",8/16/2016
8/3/2016 23:31,Lowell,MA,Formation,5 minutes,Five stationary bright red lights in northeast MA/southeast NH fading in then out.,8/4/2016
8/3/2016 23:00,Cold Spring,NY,Cigar,1-2 minutes,Low craft hovering slowly over Hudson River.,8/4/2016
8/3/2016 22:55,Englewood,OH,Triangle,2 minutes,"I observed a triangle, lighted object hovering.",8/4/2016
8/3/2016 22:00,Philmont Scout Ranch,NM,Unknown,15-30 seconds,Matrix of bright green lights with loud whirring noise moving slowly above Boy Scouts at Philmont Scout Ranch Elk Horn camp.,8/16/2016
8/3/2016 22:00,Pigeon Forge,TN,Circle,5 minutes,"Late on 08/03/2016, I was walking to my car and as I shut the car door I noticed a bright orange/ red ball three to be exact.the",8/4/2016
8/3/2016 22:00,Lake Mills,WI,Triangle,2 minutes,"Three bright white lights, and one blinking red light in the shape of a triangle.",8/4/2016
8/3/2016 21:28,Cliffside Park,NJ,Light,,Red light hovering in same place for several minutes.,8/4/2016
8/3/2016 21:22,Russia,NY,Formation,Unknown,At 9:22 pm there was a straight line of 14 lights that I picked up on a deer camera. It appears to be positioned around 20-25'above.,8/25/2016
8/3/2016 21:15,Goose Creek,SC,Light,5 seconds,"Bright White Light appeared in night sky, then got brighter, with a blue hue and appeared as if passing thru a light cloud layer.",8/4/2016
8/3/2016 21:00,Amite,LA,Light,2 minutes,I felt very nauseated and anxious after the sighting with my witness. ((anonymous report)),8/4/2016
8/3/2016 20:30,Snoqualmie,WA,Circle,30 seconds,"Dim moving light in the sky turned extremely bright and stopped for 20 seconds, before going dim again and heading in a diff. dir..",8/4/2016
8/3/2016 14:45,Pittsburgh,PA,Rectangle,10 minutes,The object was a large dark square or rectangle that had a smaller object slightly above and ahead that was reflective silver.,8/4/2016
8/3/2016 13:36,Costa Mesa,CA,Oval,10 minutes,"Strange, white, glowing, moving lights where seen by at least 5 people during the day.",8/16/2016
8/3/2016 4:10,Yarmouth (Canada),NS,Other,Unknown still present,Three white lights on top an one light on bottom a cluster of lights together not moving or flashing.,8/4/2016
8/3/2016 4:00,Winnemucca,NV,Egg,20 minutes,These were not US aircraft.,8/4/2016
8/3/2016 2:30,Mackinaw City,MI,Fireball,30,"orange ball of fire moving in all directions and complete stops, and restarts straits of mackinaw",8/16/2016
8/3/2016 0:37,Valparaiso,IN,Circle,Too scared to keep observ,Flashing green lights; they are shifting and moving irradically. No flight pattern is discernable. ((anonymous report)),8/4/2016
8/3/2016 0:20,Saylorsburg,PA,Triangle,,"Red white and yellow lights, moving erratically. ((anonymous report))",8/4/2016
8/2/2016 23:15,Carver,MA,Light,3 minutes,I witnessed a star-like light slowly moving across the night sky. Was traveling S to N.,8/4/2016
8/2/2016 23:00,Austin,TX,Light,9 minutes,2 UFOS OVER EAST AUSTIN.,8/4/2016
8/2/2016 23:00,Dorchester,NH,Sphere,5 minutes,Full moon-like orbs traveling high in the night sky. ((anonymous report)),8/4/2016
8/2/2016 22:35,Centereach,NY,Circle,1 minute,2 lighted ships over Centereach NY. One was lit with blue lights the other was lit in red lights,8/4/2016
8/2/2016 22:15,Clovis,NM,Oval,5 minutes,Something strange.,8/16/2016
8/2/2016 22:00,Las Vegas,NV,Light,20 minutes,Flashing/pulsing green light in northwest vegas sky.,8/4/2016
8/2/2016 22:00,Winthrop Harbor,IL,Light,3 minutes,This looked like 2 lights that were about 3 inches apart if you were measuring from about 12 inches in front of your face. They were o,8/4/2016
8/2/2016 21:35,Champaign,IL,Light,2 minutes,"Two lights, one following the other until both disappeared, then one light at equal speed going the opposite direction.",8/4/2016
8/2/2016 19:25,Phoenix,AZ,Light,4-5 minutes,This was not a plane or helecopter.,8/29/2016
8/2/2016 15:00,Round Rock,TX,Cone,~10-15 seconds,my 6 yrs daughter saw a cone shape object with green and yellow lights flying above in daytime,8/29/2016
8/2/2016 11:15,Portland,OR,Light,3 minutes,Sitting on my porch with my significant other and saw a light appear from the sky and come down stay for a second and then go back up t,8/4/2016
8/2/2016 11:00,Mount Gilead,OH,Other,2 hours,"I looked into the sky tonight, because I saw a flashing light and what I saw amazed me. I saw what looked like a jetpack of some sort,",8/4/2016
8/2/2016 5:15,Ashville,AL,Light,10 minutes,"Odd, intermittent and slow strobing light. Strobing was random and bright white.",8/16/2016
8/2/2016 3:25,Austin,TX,Triangle,,I noticed a couple of lights out in the distance I couldn't tell what it is. ((anonymous report)),8/16/2016
8/2/2016 2:30,St. Louis,MO,Light,15 minutes,Unusual light over the STL Arch; eyewitness reports the light to be about 100 ft. above the top of the structure. ((anonymous report)),8/16/2016
8/2/2016 2:30,St. Louis,MO,,30 minutes,Strange lights hovering near the gateway arch. Fox2now.com has the video footage.,8/4/2016
8/2/2016 1:30,Houston,TX,Triangle,5 minutes,"Witnessed three white lights in triangle formation move in the sky unlike any other ""flying object.""",9/2/2016
8/2/2016 1:22,Pittsburg,CA,Circle,20 minutes,2 silver sphere ufos.,8/4/2016
8/2/2016 1:15,Puyallup,WA,Unknown,2-3 seconds,Bright flash in the sky.,8/4/2016
8/2/2016 0:45,Alexandria (W. Dunbartonshire)(UK/Scotland),,Light,2 minutes,Myself and my partner where out smoking when we both seen a light (the same size as a star but brighter) travelling at great speed (abo,8/2/2016
8/1/2016 23:04,Florissant,MO,Fireball,20 seconds,Big bright red-orange object flying horizontally at about 5000ft-10000ft rotating slightly as it moved Northeast.,8/4/2016
8/1/2016 22:45,Hiltons,VA,Formation,10 minutes,Two slow moving strobing lights moving steady in a western direction.,8/2/2016
8/1/2016 22:30,Chico,CA,Circle,2-3 minutes,"UFOs seen over Chico, CA. ((anonymous report))",8/16/2016
8/1/2016 22:30,Baltimore,OH,Circle,4 minutes,Hovering disc with two red lights on it.,8/4/2016
8/1/2016 22:30,Port Colbourne (Ontario)(Canada),ON,Light,3-4 minutes,LOTS OF ACTIVITY OVER LAKE ERIE DURING FIREWORKS ON CIVIC HOLIDAY.,8/2/2016
8/1/2016 22:00,Zurich (Switzerland),,Light,15-30 seconds,"Four floating lights, hovered about 500m above ground then disappeared. ((anonymous report))",8/2/2016
8/1/2016 21:46,Milwaukie,OR,Light,6 minutes,We were walking past an athletic field when we looked over and noticed 3 lights in the sky that we had never seen before.,8/4/2016
8/1/2016 21:45,Shoreline,WA,Unknown,1 minute,"I noticed a light way up in the sky, and quickly realized a second light following. ((anonymous report))",8/2/2016
8/1/2016 21:40,Shelbyville,IN,Light,2 minutes,Orange orb gliding above tree line from east to west. It blinked it's light off then on 3-4 times and dropped a faint silver object.,8/2/2016
8/1/2016 21:30,Colorado Springs,CO,Formation,2 minutes,5 colored lights moving in sky east to west.,8/2/2016
8/1/2016 21:30,New Waterford (Canada),NS,Circle,6+ minutes,"Strange balls of light seen in sky over Cape Breton Island, Nova Scotia, Canada.",8/16/2016
8/1/2016 21:27,Omaha,NE,Circle,3 minutes,Black ufo spotted on a late night drive.,8/2/2016
8/1/2016 21:20,La Vista,NE,Circle,20 seconds,It was late at night the object was a distance away but we're able to see a red light and possibly a green light as well going down.,8/4/2016
8/1/2016 21:00,Old Orchard Beach,ME,Changing,6 minutes,"Saw a yellowish craft that turned into a disc over the beach in night sky in Old Orchard Beach, ME.",8/4/2016
8/1/2016 20:45,Jacksonville,FL,Changing,15 minutes,"Three bright reds lights crossing the sky, and then straight up and out of sight.",8/2/2016
8/1/2016 20:45,Jacksonville,FL,Light,20 minutes,"Red lights, three, moving from east to west, the stright up.",8/4/2016
8/1/2016 19:27,Dubuque,IA,Triangle,6-7 minutes,"1000 yards alt, triangular (large) floated over home traveling west to due East-complete w/ lights. Was silent.",9/2/2016
8/1/2016 17:00,Mayo (Canada),YT,Triangle,11 seconds,White triangle with speed of a modern jet. Sky cracked open. ((anonymous report)),8/16/2016
8/1/2016 16:00,Menorca (Spain),,Cylinder,~3 hours,"Long, cylindrical plane-like object appeared stationary in the sky for several hours.",8/4/2016
8/1/2016 3:25,Lakewood,CO,Light,5-8 seconds,Sky cracked open.,8/2/2016
8/1/2016,Mountain Home,AR,Rectangle,30 seconds,It looked like a brown boxcar way up into the sky. In approximately three seconds it disappeared behind a cloud.,8/16/2016
9/15/2016 2:35,Miami,FL,Circle,5 minutes,My husband and I got up to smoke. I opened the living room window and I was looking at the Orion star constellation when I noticed a di,9/15/2016
9/14/2016 22:37,Highland,MI,Other,10 minutes,Twinkling flying stars? ((anonymous report)),9/15/2016
9/14/2016 22:30,Bradenton,FL,Circle,2 minutes,Circular red light with red orbs of light within it.,9/15/2016
9/14/2016 21:30,Soringfield,OH,Light,10 seconds,Traveling east to west space Gradually gaining speed and then disappeared to the west in a few seconds,9/15/2016
9/14/2016 21:10,Pittsburgh,PA,Light,20 seconds,Large circular light spotted in airspace above Consol Energy Center,9/15/2016
9/14/2016 21:00,Blanchester,OH,Unknown,30 minutes,Standing outside smoking a cigarette at dark. Live in outer rural setting so very visible night sky. Just above the trees at the furth,9/15/2016
9/14/2016 21:00,Blanchester,OH,Unknown,30 minutes,Standing outside smoking a cigarette at dark. Live in outer rural setting so very visible night sky. Just above the trees at the furth,9/15/2016
9/14/2016 21:00,Sea Isle City,NJ,Light,15-seconds,"Bright red light appeared in different locations, bled into itself and then vanished.",9/15/2016
9/14/2016 20:30,O'Fallon,MO,Light,5 minutes,"5 orange lights, blinking, over the lit up baseball field and then after 5 min., faded until no longer visible ((anonymous report))",9/15/2016
9/14/2016 20:30,Ocean City,NJ,Light,45 minutes,Amber color lights appear brighten & dim,9/15/2016
9/14/2016 3:05,San Marcos,TX,Formation,5 seconds,Formation of bright round lights. ((anonymous report)),9/15/2016
9/14/2016 1:00,Scarborough,ME,Disk,1-3 hours,Multi-color craft red green white lights seen in sky thru my binoculars for hours. ((NUFORC Note: Probably a star? PD)),9/15/2016
9/14/2016 1:00,Grapevine,CA,Triangle,2 minutes,3 blue lights..strange engine sound above the 5fwy veered off to land and up. Not normal type of plane. Very very close to cars,9/15/2016
9/14/2016 0:30,Alberton,MT,Light,2 seconds,3 lights with aura no tail steaking torwards same location,9/15/2016
9/13/2016 22:30,Mount Orab,OH,Diamond,20 minutes,Orange UFO lights seen in the night sky.,9/15/2016
9/13/2016 22:30,Sugar Grove,PA,Light,3,"Moving color changing lights in the night sky over forest. ((NUFORC Note: ""Twinkling"" stars?? PD))",9/15/2016
9/13/2016 22:20,Corinth,MS,Light,35 minutes,"Pink star UFO hovering in the trees of Corinth, MS",9/15/2016
9/13/2016 22:00,Waverly,OH,Other,10 minutes,Long check mark shaped object with bright red lights that would go out one at a time,9/15/2016
9/13/2016 22:00,Fort Edward,NY,Other,10,Four lights split into two!,9/15/2016
9/13/2016 21:51,Dayton,OH,Other,30-60 seconds,A large orange glowing Fireball seem to proceed in an orderly fashion headed from west to east for about one and a half minutes. It co,9/15/2016
9/13/2016 21:30,Lakewood,WA,Fireball,4 minutes,Red fireball/orb in night over Lakewood JBLM 9/13/16,9/15/2016
9/13/2016 21:30,Carolina Beach,NC,Other,10 minutes,Flashing multi colored lights in the night sky.,9/15/2016
9/13/2016 21:30,Lakehills,TX,Sphere,5 minutes,"Orange spheres appear near Medina Lake, blinking on and off for several minutes.",9/15/2016
